http://www.atmos.colostate.edu/ao/Data/ao_index.html
MONTHLY INDEX BASED ON SLP DATA.
January-March monthly-mean from Jan1899 to current
Index values 1899-Dec1957 are based on data described in Trenberth and Paolino (1980).
Index values Jan1958 to current are from the NCEP/NCARReanalysis
 1899    0.88   -0.19   -1.23   -0.06   -0.28   -0.18   -0.33   -0.54    0.10    0.25    0.60   -1.69
 1900   -0.73   -2.60   -1.70    0.62    0.37   -0.21   -0.16   -0.04    1.22    0.39   -0.27    0.79
 1901    1.08   -1.09    0.21    0.72   -0.27    0.25   -0.08    0.13   -0.09   -0.45   -0.05   -1.12
 1902    0.52   -1.50    0.15   -1.35   -0.58   -1.51   -0.57   -0.95   -0.32    0.09   -0.31    0.66
 1903    0.79    3.51    1.93   -0.67    0.01   -1.74   -0.53   -0.18    0.05   -0.45    0.39   -0.77
 1904    1.39    0.30   -0.14    1.28    0.46   -0.31   -0.21   -0.64   -0.51   -0.28    0.21    0.29
 1905    1.85    0.90    0.22   -1.47    0.70   -0.06    0.03   -0.46    0.00   -0.94   -0.18    0.97
 1906    0.41   -0.69    0.35    0.58   -1.18   -1.03   -0.24   -0.91   -0.13   -0.15   -2.06    0.16
 1907    0.42    0.67    1.75   -0.25   -1.14   -0.76   -1.20   -0.30   -0.36   -0.91   -0.45   -0.96
 1908    1.07    0.29    0.27   -0.42    0.54   -0.35   -0.51   -0.15    0.22   -0.33   -0.54   -0.08
 1909    0.55   -0.38   -2.69    0.22   -1.18   -0.63    0.44    0.66   -0.66   -0.79   -0.43   -1.04
 1910    1.99    0.85   -0.01   -0.15   -0.36   -0.32   -0.39   -0.78   -0.06    0.40   -3.11   -0.78
 1911    1.20    1.72    0.64    0.80    0.54   -0.25   -0.58   -0.38    0.09   -0.43    0.36   -0.03
 1912   -0.57   -1.01    0.25    0.68    0.40   -0.61   -0.53   -0.93   -1.37   -0.57    0.02    1.10
 1913    0.73    1.05    2.88    0.43    0.15    0.45   -0.64   -0.55   -0.80   -0.58    1.21    0.39
 1914    1.50    1.46    0.09    1.50    1.69    0.50   -0.42   -0.36   -0.06   -0.64    0.33    0.90
 1915   -1.13   -0.60   -2.36    0.87   -0.83   -0.72   -0.70   -0.94   -1.04   -1.10   -1.71   -1.13
 1916    2.76    1.01   -2.32   -0.32   -0.33   -0.79    0.24    0.02   -0.21    1.29    0.18   -2.48
 1917   -1.17    0.06   -0.39   -1.43   -1.29    0.22   -0.03   -0.39    1.38    0.34    0.64   -1.39
 1918   -1.86    2.84    0.72   -0.30    0.73    0.40   -1.57    0.04    0.07   -0.18   -0.15   -0.22
 1919   -0.86   -1.70   -0.94    0.31   -0.70    0.26    0.00    0.38    0.52   -1.26   -1.47    0.49
 1920    1.26    1.56    2.72   -0.98    0.23   -0.52    0.44   -0.56   -0.26   -0.98    1.04   -1.05
 1921    1.95   -0.22    1.87   -0.24    0.03   -0.66    0.13   -0.09   -0.35   -0.27   -2.09    1.14
 1922   -0.79    1.46    0.07   -0.51    0.34    0.36   -0.10   -0.67   -0.27   -1.72   -0.16    0.42
 1923    1.79   -0.35    0.18   -0.08   -0.31   -0.27    0.12   -0.51   -0.02    0.14   -0.95    0.43
 1924    0.33   -1.12   -2.23   -0.52   -0.06   -0.33    0.81    0.35    0.63   -0.03    0.49    1.43
 1925    2.39    0.40   -0.94    1.30   -0.31    0.14   -0.43    0.06    0.43   -0.28   -0.33   -1.18
 1926    0.35    0.12    0.59    0.15   -1.08   -1.20    0.71    0.24    0.15   -1.22   -0.26   -0.29
 1927    1.15   -0.25    1.17    0.99   -0.33   -0.15   -0.07   -0.20   -0.48   -0.50    0.33   -1.66
 1928    2.33    1.67   -0.85    0.10   -0.81   -0.65    0.51   -0.30    0.07    0.26   -0.04   -0.10
 1929   -2.70   -1.01    1.48    0.03    0.03   -0.65    0.04   -0.23   -0.10    0.54    0.00    0.68
 1930    1.47    0.41    0.45   -0.83    0.47    0.40   -0.15   -0.52   -0.97   -0.30    0.59   -0.27
 1931   -1.21   -0.48   -1.92    0.03   -0.38   -0.61    0.02   -0.23   -0.05    0.50    0.48    1.34
 1932    2.68    0.02   -1.72   -0.41   -0.61   -0.66   -0.13    0.13    0.56    0.08    0.56    1.19
 1933    0.77   -1.87   -0.44   -0.30   -0.19   -0.02    0.60    1.05   -0.74   -0.85    0.06   -0.09
 1934    1.67    1.64   -0.30   -0.33    1.23   -0.40   -0.23   -0.12   -0.75    0.30   -0.38   -0.58
 1935    0.40    2.67   -0.10   -1.43   -0.82   -0.28    0.94    0.44   -0.15    0.77   -0.41   -2.66
 1936   -2.38   -3.08   -0.71   -0.32   -0.07    0.08   -0.12    0.20   -0.09    0.35    0.48    2.20
 1937    1.38    0.77   -2.59    0.23    0.44    0.27   -0.06    0.48    0.84   -0.33   -1.11   -2.16
 1938    0.95    0.63    2.67    0.75    0.19    0.86    0.38    0.50    0.29    0.84    0.68   -0.89
 1939   -0.92    2.15    0.01    0.51    0.06   -0.19   -0.26    0.07    0.20   -0.18    0.26   -0.24
 1940   -3.45   -0.89   -1.39   -0.06   -0.37   -0.13   -0.09    0.54   -0.01   -0.56    0.86    0.03
 1941   -1.34   -1.82   -1.21   -0.76    0.30    0.44    0.53   -0.14    0.13    0.43    0.09    0.81
 1942   -0.30   -2.28   -0.30    0.19    0.26   -0.35    0.30    0.37    0.74   -0.02    0.16    0.44
 1943   -0.67    2.57    1.33    2.45    0.82   -0.18    0.02   -0.74    0.14   -0.09   -0.33    0.63
 1944    1.66    0.39   -0.33    0.19    0.85   -0.10   -0.30    0.85    0.54    0.61   -1.55 -999.90
 1945   -2.64   -0.06    0.68    0.48   -0.12   -0.54   -0.14    0.86   -0.03    0.60   -0.27   -2.37
 1946    0.68   -0.82   -0.26    1.19   -0.58    0.13    0.37    0.15   -0.17    0.37    0.12   -0.94
 1947    0.36   -5.22   -1.31    1.95    0.30   -0.35    0.61    0.02    1.05    0.90   -2.81   -1.72
 1948    0.73    1.12    2.92    1.19   -0.25   -0.49    0.01    0.25    0.38    1.09    0.79    0.76
 1949    2.32    2.22   -0.35    1.69   -0.30   -0.53    0.15    0.23   -0.25    1.06   -1.23   -0.68
 1950    0.38    0.81    0.34    0.37    0.35    0.65   -0.46   -0.42    0.52   -0.02   -0.60   -1.68
 1951    0.43   -0.14   -2.06   -0.69   -0.52   -0.77    0.27   -0.14   -0.54    0.18    0.36    2.31
 1952    0.74   -1.63   -2.09    0.73   -0.68   -0.42    0.64    0.30   -0.21   -0.33   -1.85   -1.48
 1953   -0.32    0.31    1.57   -1.00   -0.37    0.11    0.60    0.36    1.06    0.23    0.67    1.48
 1954    0.42    0.63    0.76    0.45   -1.59   -0.14    0.52    0.26    0.44    0.75    0.09    0.38
 1955   -0.47   -1.56   -1.82    0.07    0.11   -0.27    0.69    1.15    0.44    0.27   -1.25   -0.33
 1956   -0.96   -1.78    0.88   -0.88    1.51    0.25   -0.10   -0.43    0.11    1.20   -0.06    0.08
 1957    2.83   -1.61   -1.83    0.42   -0.77   -0.62   -0.42    0.30   -0.69    1.08   -1.10    1.10
 1958   -0.84   -1.72   -2.65   -0.24   -0.29   -1.14   -0.50   -0.62    0.19    0.69    0.25   -1.58
 1959   -1.78    3.16    1.80    0.06   -0.25   -0.02    0.25   -0.61   -0.02   -0.15   -1.30    0.07
 1960   -2.12   -1.84   -1.64   -0.30   -0.80    0.04   -0.46   -0.84   -0.28   -1.10   -0.55   -0.14
 1961   -0.81    1.21    0.43   -0.41    0.25    0.77    0.01    0.18    0.96    0.04    0.05   -1.72
 1962    2.06    0.11   -2.98    1.13   -0.06    0.20   -0.85    0.29   -0.01    0.05   -0.92   -0.41
 1963   -2.76   -1.06    0.68   -0.47    0.84   -0.62   -0.19   -0.51    0.43    1.13   -0.38   -0.59
 1964    1.22   -0.34   -0.44    0.40    0.93    0.20    0.94   -1.04   -0.23    0.30   -0.42   -0.21
 1965   -0.60   -1.86   -0.83    0.50   -0.17    0.07   -0.42   -0.03   -0.64    0.57   -1.42    0.05
 1966   -2.80   -1.36   -1.00   -2.16    1.17    0.51    0.15   -0.78    0.30   -1.27    0.14   -1.44
 1967    0.09    1.73    1.93    1.60    0.07    0.66    0.32   -0.01    0.51    1.35    0.38   -0.26
 1968   -0.22   -1.56    2.13    0.33   -0.17    0.37   -0.54   -0.46   -1.03   -1.01   -1.86   -0.76
 1969   -2.97   -2.90   -1.50    0.69   -0.55   -0.20    0.51   -0.59    0.12    0.14    0.40   -1.32
 1970   -2.00   -0.87   -2.11    0.19    0.51    1.01    0.27   -0.06    0.09   -0.04    0.39   -0.16
 1971    0.12   -0.76   -0.98   -0.53    0.89   -0.66   -0.36    1.04    0.32    1.17    0.50    0.86
 1972    0.64    0.26    0.03    0.83    0.24   -0.11   -0.40    0.24   -0.85    0.42   -0.43    1.60
 1973    2.13    1.20    0.87   -1.32    0.17    0.57    0.47    0.42    0.33    0.33   -0.05    0.24
 1974    0.64   -0.33   -0.23    0.55   -0.50   -0.11    0.49   -0.31   -0.12   -1.00   -0.33    0.70
 1975    2.04    0.86    0.32    0.28   -0.48   -0.39    0.61    0.36    1.30    0.23    0.83    1.69
 1976    0.61    2.23    0.76    0.55    0.15    0.28    0.00    0.95   -0.44   -0.83    0.20   -1.85
 1977   -3.27   -1.47    0.34    1.29    0.29   -0.23   -0.38   -1.13    0.70    0.03    0.60    0.06
 1978    0.54   -2.36    0.74   -0.86    0.08    0.51   -0.43   -0.08   -0.01    0.93    2.80   -0.85
 1979   -1.75   -0.48   -0.72   -1.39   -0.15    0.77    0.19   -0.44    0.09   -1.06    0.52    1.65
 1980   -1.61   -0.07   -1.33   -0.26   -1.02    0.59   -0.45   -0.17    0.40   -0.52   -1.09    0.11
 1981    0.89    0.24   -1.42    0.61    0.39   -0.47    0.66    0.01   -1.01   -1.50    0.00   -0.97
 1982   -0.48    1.36    1.14    1.43   -0.27   -1.14    0.24    0.42    0.65   -0.39    0.80    1.41
 1983    2.15   -0.84   -0.08   -0.84   -0.45    0.35    0.35    1.28    0.07    1.23   -0.14    0.49
 1984    1.26    0.25   -2.03   -0.24    0.56   -0.02    0.10    0.74   -0.29   -0.36   -0.71    0.75
 1985   -2.11   -1.48    0.63    0.51   -0.36   -0.44   -0.25    0.03    0.03    1.00   -1.18   -1.72
 1986    0.11   -2.04    2.48    0.04    0.41    0.65    0.06   -0.58    0.07    1.43    0.96    0.62
 1987   -0.20   -1.01   -1.53    0.57    0.41   -0.70   -0.25   -0.76    0.29   -0.01   -0.40   -0.26
 1988    0.96   -0.66   -0.17   -0.43   -0.73    0.18   -0.04    0.41    1.07    0.18    0.29    2.07
 1989    3.72    3.60    1.63   -0.26    0.88    0.31    1.02    0.74    0.92    0.92    0.11   -0.28
 1990    1.45    3.42    3.45    1.96    1.26    0.26   -0.11    0.06   -0.13    0.59    0.34    1.49
 1991    1.28   -0.09   -0.46    0.64    0.65   -0.24   -0.01    1.06    0.02   -0.25    0.48    2.11
 1992    1.74    1.77    1.28   -0.63    1.45   -0.21    0.34    0.64   -0.62   -0.31    0.81    1.88
 1993    4.16    1.13    1.23   -0.22   -1.44   -0.58   -0.45   -0.25   -0.30   -0.43    1.28    0.00
 1994   -0.03   -0.48    1.92    0.21    0.08    1.47    0.56    0.98    0.04    0.20    1.82    1.24
 1995    0.65    1.79    0.43   -0.94   -0.79   -0.04   -0.05    0.74   -0.20    0.08   -0.48   -1.40
 1996   -0.50    0.78   -1.22   -1.37   -0.25    0.38    0.81    0.33   -1.06    0.05    0.12   -1.46
 1997    0.46    2.53    1.19    0.56   -0.90   -0.77   -0.16    0.39    0.42   -0.78   -0.35    0.36
 1998   -1.45    0.72    0.06    0.03    0.57   -0.87   -0.20    0.69   -0.86    0.12   -1.35    1.58
 1999    0.52    0.95   -1.56    0.22    0.22    0.81    0.04   -0.37    0.17   -0.14    0.82    1.09
 2000    1.47    1.82   -0.07   -0.22    1.03    0.57   -0.51    0.23    0.62    0.27   -1.55   -2.20
 2001   -0.16   -0.25   -1.66    0.92    0.452 -0.015 -0.031  0.521 -0.707  0.707  0.819 -1.322
2002  1.381  1.304  0.902  0.748  0.401  0.573  0.328 -0.229 -0.043 -1.489 -1.425 -1.59
